instructor_id,completion_rate,avg_score_improvement,avg_quiz_score,dropout_rate,avg_watch_time,assignment_submission_rate,forum_activity_rate,avg_feedback_score,feedback_response_rate,effectiveness_score,effectiveness_tier
I_001,0.5438874302306801,26.64146222103771,78.90019413021786,0.47059296137169615,0.7665129946081286,0.7268928412020014,0.2405509620230003,4.217742560543961,0.6948577750254605,0.49797626071179524,Medium
I_002,0.7308742124947983,30.166242337037755,81.73719825251568,0.2471943736258103,0.8373928082765483,0.7743937123487447,0.2896097908633807,4.3430024649268475,0.7843381920707344,0.6183210976806981,High
I_003,0.7684465206094946,29.97781318541883,81.59092840894485,0.2348280109327178,0.8184414738544068,0.7796064670826295,0.296223739248943,4.450033581727603,0.8121321877440937,0.6319797116931338,High
I_004,0.45832827281730176,22.91202133767473,77.68031748864007,0.5472613963007453,0.7931300966481317,0.7583165976122905,0.22625920383903136,4.07641003071204,0.7214596484644211,0.4399012472194631,Low
I_005,0.8597473425107143,32.5886520335472,85.82815909539917,0.14573339396342186,0.8470257947444881,0.8769416008875053,0.3335186003196212,4.202516101138912,0.7841965174893291,0.6916367034342531,High
I_006,0.41164344400118236,21.930794764546725,71.98505389847956,0.5767652944687561,0.7163124415737125,0.6711141492952969,0.21012070675621494,4.0654067268320215,0.6368267496485259,0.40033644935872664,Low
I_007,0.705245250649881,31.219760639482935,80.28835301526793,0.2956534207586972,0.807711977411696,0.7780432410837628,0.29864154013242844,4.263275866504896,0.7606587883429847,0.603342311519426,High
I_008,0.6383684723004993,28.34233731244035,79.38706268503455,0.35123051684719775,0.804957584139037,0.748231762874272,0.26668698475288827,4.315865301403475,0.7901993172434654,0.5591992458940367,High
I_009,0.6537252055312684,26.982814115652147,73.9752309923845,0.3642964654077934,0.7435408357779127,0.7739568051124309,0.24141998698219858,4.355537912985319,0.7572995888263147,0.544843708875109,Medium
I_010,0.9407833707474248,34.856747035346935,90.65647349633453,0.06852187534119748,0.9008533187715513,0.8375315143091941,0.34326638025408773,4.552639548366925,0.8918732552942252,0.7557979740349594,High
I_011,0.5970444915733067,30.140787592503333,72.95619573363192,0.41789800644041325,0.7229271984336624,0.7565458562755498,0.26275177395852106,4.183202075860655,0.7972467090342029,0.5296736400259847,Medium
I_012,0.5750384130893831,24.52228636895947,80.16917231078935,0.42659700974382053,0.7108081016269641,0.7519969468468062,0.2392610534294291,4.151350313917459,0.7422106103315126,0.5023291991789343,Medium
I_013,0.8051562049916479,30.605426644943737,84.7112348104734,0.19071783857017052,0.7916456746979332,0.7757876297262507,0.2711848926014851,4.450021217410755,0.8284941453348176,0.6558862985066598,High
I_014,0.7202755447317657,28.299852640313464,79.00511415409815,0.28002414126292957,0.8631644535375471,0.7902575144826974,0.2956288080043367,4.2649075688558185,0.803438666826238,0.5972407508995853,High
I_015,0.7807412235619857,31.364752873657608,79.83270642784964,0.2388093518293798,0.8670783763382722,0.8556268837458582,0.2850561649822599,4.521248979955984,0.7773813501199933,0.6450458683836828,High
I_016,0.630726533442489,27.343039975869576,80.18639830677135,0.38969713344263596,0.7819422782883445,0.8129372063602442,0.25575945486110074,4.0771634733117095,0.7208069769912133,0.5425523512458382,Medium
I_017,0.6379577299682855,26.654081787908552,82.57547838737861,0.3526003716044448,0.7964740209724152,0.7176450041980279,0.25755639506659567,4.441903980434091,0.7639402303140214,0.5560369868074791,Medium
I_018,0.8670257776613052,32.225335502368026,89.09693613547635,0.14395319980324847,0.8825466227526639,0.8508932956614087,0.34145868090353576,4.635637436179679,0.7817227671225717,0.7068855282542891,High
I_019,0.48157555179963735,25.548619155753013,78.60922268472208,0.49834049031934,0.7609206570024337,0.6824445576638455,0.2304489146919819,3.989272086508803,0.6902175350691809,0.4628899976056631,Low
I_020,0.5752274886489862,26.212014539194197,75.52574363378727,0.4053408528511223,0.7428076835790461,0.7682521645822091,0.21191497200932788,4.051842368746228,0.698611312025721,0.5064458661453731,Medium
I_021,0.6670923188784111,29.24906789557155,86.06419660968086,0.3062585337362376,0.8350051928407242,0.7881944765635368,0.2716268431656906,4.332094652703576,0.7901714225602864,0.5921865196457404,High
I_022,0.5423488184166788,24.520996553988972,76.05261430391255,0.4398628009217139,0.7542994453639306,0.7278147737353392,0.24822978858673297,4.106575957243531,0.715097769590927,0.48472333981946414,Low
I_023,0.4957609453846392,23.706292362244668,73.93106568968358,0.5008642239584901,0.7147639494027169,0.7059565626832839,0.20799303112625062,4.230629282737948,0.7007719274212607,0.4536438399582355,Low
I_024,0.6593011731232397,28.756682671165407,80.20318526542508,0.35289157012237315,0.8156653766172456,0.805638422944422,0.26520330110939483,4.343882895105848,0.7889316852155209,0.5713162369571416,High
I_025,0.8228374541702413,31.29643088432898,83.3755137852665,0.16382837912069867,0.8605102646783968,0.7914865789257689,0.2931090114981149,4.37450735202885,0.8317625207300212,0.6693313774470635,High
I_026,0.5948045662725167,26.42955866160898,78.36440826317452,0.4148079204645922,0.7411126234836487,0.7602669465905588,0.26309536726639793,4.1011451792737015,0.7368752270307174,0.5178008366152173,Medium
I_027,0.5688338065950305,25.528647627432264,78.48416236432152,0.40070442708645265,0.806805285817962,0.7223033830397975,0.22742315633504773,4.233016367156017,0.6774440655400072,0.5116323249431478,Medium
I_028,0.5017863336944397,24.569998768476843,72.40017032239327,0.4910730230404253,0.7864356009880726,0.709623788542451,0.273257844875006,3.962682821685233,0.6981180078230135,0.45790310464460415,Low
I_029,0.5226661880485136,26.090330244537107,75.25427793450615,0.47726373373628517,0.7543737590817378,0.8044433772220586,0.2583996727041975,4.205070751749409,0.6893224665846225,0.4839739901771811,Low
I_030,0.738472280398267,29.30904209864659,82.22944514981516,0.24881678088476467,0.8749777623197643,0.7486719184398084,0.3018036515026716,4.398046862683525,0.8199930698777091,0.619496495341378,High
I_031,0.5711700936412529,26.694878039389575,80.23379526136469,0.3970901169516696,0.7861487486070277,0.7599574323981535,0.2976775760436791,4.3278088376376935,0.6832035595538929,0.5240837421496458,Medium
I_032,0.4708505438979116,23.888905764273627,75.94207698516234,0.53855083408402,0.8000431943712641,0.7270413028194657,0.2351156390857972,4.093761881782767,0.7518044143840875,0.4473880193293835,Low
I_033,0.629966965466363,28.611648224062,82.28254380037187,0.37651934668974063,0.8513616689640119,0.7775118488412963,0.26454923324455504,4.077901593096842,0.7575533038563338,0.5566667406037008,Medium
I_034,0.7633234708530426,30.488734738920087,86.71583968143047,0.2472539541942893,0.7613444638998048,0.7885591670376199,0.29753967213316085,4.296383811147982,0.8186004944266703,0.6332394574381923,High
I_035,0.5709447134877279,23.905429435859975,76.62282718576343,0.4365611148907905,0.7435832342649695,0.7552407219544773,0.27490089995360134,4.2346285684720435,0.6867353216854634,0.4944059517283591,Low
I_036,0.41239908212186904,21.541364362230727,75.43592458829467,0.5750672885280184,0.6611356239176256,0.7089453232054624,0.22470516617213368,3.875844364487802,0.652121325675054,0.3989306331512266,Low
I_037,0.9235545418850521,34.17344238180966,87.28286530343053,0.08677340770089,0.903739122161447,0.8082029805415836,0.32731620295193786,4.532852192354556,0.8591058352430018,0.7377961710279366,High
I_038,0.3953594154916054,23.13697128351772,68.99723596610215,0.6003612626835196,0.7282911141639614,0.7102839113897854,0.19019620383725575,3.960637764042173,0.679283470391227,0.3933649706847155,Low
I_039,0.5587448493351308,26.11027531461636,77.70999713296847,0.4322641134834793,0.7381902865783299,0.7350363075849135,0.2544876908778802,4.189818234512472,0.7335830620252205,0.5025378858262961,Medium
I_040,0.6379189191101953,28.608326580694683,80.59460128753047,0.3646447845958715,0.7891033637808264,0.822747813758824,0.23776519085934078,4.1618028377689855,0.7325183976553675,0.5576889881207798,Medium
I_041,0.5991841424806481,26.046712144138247,80.37309503364511,0.43219064870826,0.8021477111528602,0.6524018552989348,0.21535797336784893,4.186959241409169,0.6628861100722618,0.5179209155883098,Medium
I_042,0.5961497892212717,27.44232031170665,77.06581166444647,0.4062296451976543,0.7776897284537762,0.6943110150866516,0.23102367623547845,4.113550532920908,0.7442871834470332,0.5224587451724679,Medium
I_043,0.6584348077754105,27.84154369015598,80.81034398278291,0.3542593510587097,0.7804884696897073,0.7177020483236197,0.27340159376232814,4.34973110752758,0.7419506717036881,0.5625184038381766,High
I_044,0.3335400272563583,18.792528543789526,62.63554754509211,0.6179525059746677,0.6577587861376167,0.5887473346623691,0.23509099235042333,3.733388439095141,0.5895270605412295,0.3287494049748644,Low
I_045,0.40947506785997934,21.6026386364403,71.30080683521707,0.5425964819729272,0.6905932676073938,0.7428005082159947,0.19645176793455374,3.908512186307378,0.7063224971661141,0.40042911650108554,Low
I_046,0.598965355634742,28.903563956291165,77.3488643266153,0.4015249494837852,0.7459305259456362,0.7359271450873992,0.2419867214345445,3.987021775783225,0.7438421260724813,0.528975045179872,Medium
I_047,0.5605977028918966,24.9123558188196,74.19835952243317,0.4342518863881813,0.7518529058459372,0.7700017564109712,0.21599143992142245,4.085106227587152,0.7662515049852063,0.49111809827252484,Low
I_048,0.6142121386872896,27.02733833755323,81.96618391433586,0.381395102985113,0.7846773302325113,0.7318771195396203,0.295895386113611,4.333173949295612,0.824422636190881,0.5441971830244612,Medium
I_049,0.6382303750773886,29.072296200739324,80.22461693965982,0.3523081656708328,0.8076753892038631,0.7775135745776396,0.27910416533675164,4.223001397418447,0.7928925444279671,0.5632104658293164,High
I_050,0.33528177741173165,21.328422099245376,67.244625013635,0.6613600984906082,0.7023573392441884,0.6398350220867909,0.1610588244078749,3.736748593746359,0.6425174749265675,0.3459732189596924,Low
I_051,0.7932701084656953,31.353378775526622,84.13711774667625,0.21050872850019592,0.7967375229450135,0.8233313376161692,0.2961509023290888,4.479606073727189,0.7896598283159891,0.6543643388190569,High
I_052,0.5247453706112609,26.07424797123573,74.18648093802148,0.48167709266312325,0.7165274723767053,0.7250692005016002,0.21685349978034404,4.125039480328316,0.6926949658448968,0.4759977324438227,Low
I_053,0.5036258599591131,23.854639383151948,76.43545450719182,0.48110605121130545,0.7882173543216521,0.6988541162375502,0.22899909845389488,4.023312109680125,0.70339130260806,0.4630148663900167,Low
I_054,0.6771223189660501,26.873496833309442,75.97880958407231,0.3198634878970794,0.8057250113812201,0.786797438063387,0.25278626463515197,4.323016297351675,0.7574194511814141,0.5639454278640706,High
I_055,0.6132106701720247,30.08832844884189,78.07044492504959,0.36510913208076234,0.8158090097460295,0.7149541832822404,0.2673687089761163,4.2952181331622,0.7945606193919496,0.5555068728039703,Medium
I_056,0.7027142344781284,32.40206901307264,84.1394479475154,0.29981406220679147,0.7813199650252345,0.8078102981155207,0.24885126844226307,4.3288099826971225,0.7963563824193175,0.6143902613563417,High
I_057,0.6328110810485618,27.710089209578253,80.08247905050703,0.37698115398964205,0.7830622049665706,0.7555429362768753,0.26322922116519765,4.21031158629013,0.749248074410045,0.5481207188579639,Medium
